Name,Address,Bedrooms,Price,Rent,Area,Furnishing,Type,Match_Type,Price_Per_Sqft,Rent_Per_Sqft
2 BHK House for Sale in Roychak Kolkata,raichak,2,8000000,25671,1198.0,Furnished,buy,bedroom_only,6677.8,21.43
"Eden Solaris Joka Phase 1, Eden Solaris Joka Phase 1, Joka, Kolkata",joka,2,2950000,23000,506.0,Unfurnished,buy,exact_match,5830.04,45.45
"Green Wood Nook, Green Wood Nook, Kalikapur Haltu, Kolkata",kalikapur,2,7700000,12941,550.0,Semi-Furnished,buy,address_bedroom,14000.0,23.53
"Batanagar, Kolkata",batanagar,2,2000000,6660,666.0,Unfurnished,buy,address_only,3003.0,10.0
"Natore Colony, Natore Colony, Silpara, Purba Barisha, Kolkata",silpara,2,2450000,14999,740.0,Unfurnished,buy,exact_match,3310.81,20.27
"Balaji Crimson 2, Balaji Crimson 2, Parui Mauza, Kolkata",parui mauza,3,4800000,26310,1105.0,Unfurnished,buy,bedroom_only,4343.89,23.81
"S K Builders Kumar Angan, S K Builders Kumar Angan, Uttarpara Chinsurah, Kolkata",uttarpara,2,3700000,16000,860.0,Semi-Furnished,buy,exact_match,4302.33,18.6
"Ambuja Ecospace Residencia, Ambuja Ecospace Residencia, New Town, Kolkata",new town,3,17500000,40000,896.0,Unfurnished,buy,exact_match,19531.25,44.64
"Bidhan Park, Kolkata",bidhan park,2,2000000,10417,500.0,Furnished,buy,address_only,4000.0,20.83
"Ramrajatala Station Road, Kolkata",ramrajatala station road,1,2200000,10685,463.0,Unfurnished,buy,bedroom_only,4751.62,23.08
"Garia, Kolkata",garia,2,2380000,21000,800.0,Unfurnished,buy,exact_match,2975.0,26.25
"Rohra Heights, Rohra Heights, New Town, Kolkata",new town,3,14000000,75000,1663.0,Unfurnished,buy,exact_match,8418.52,45.1
"Akshara Whispering Willows, Akshara Whispering Willows, Rajarhat, Kolkata",rajarhat,4,12500000,85346,1980.0,Unfurnished,buy,address_bedroom,6313.13,43.1
"Ekta Heights, Ekta Heights, Jadavpur, Kolkata",jadavpur,3,14000000,38591,1491.0,Semi-Furnished,buy,address_only,9389.67,25.88
"Andul, Kolkata",andul,3,2930000,20238,850.0,Unfurnished,buy,bedroom_only,3447.06,23.81
"Jagacha, Kolkata",jagacha,3,5600000,26190,1100.0,Unfurnished,buy,bedroom_only,5090.91,23.81
"Magnolia Empire, Magnolia Empire, Madhyamgram, Kolkata",madhyamgram,2,4000000,15000,848.0,Unfurnished,buy,exact_match,4716.98,17.69
"Sodepur, Kolkata",sodepur,2,1600000,9000,610.0,Unfurnished,buy,exact_match,2622.95,14.75
"Fortune Township, Fortune Township, Barasat, Kolkata",barasat,2,4000000,12500,1037.0,Unfurnished,buy,exact_match,3857.28,12.05
3 BHK Villa for Sale in Howrah Kolkata,howrah,3,6000000,43293,1910.0,Semi-Furnished,buy,address_bedroom,3141.36,22.67
"Ackruti Geetobitan, Ackruti Geetobitan, Mourigram, Kolkata",mourigram,3,3800000,32286,1356.0,Unfurnished,buy,bedroom_only,2802.36,23.81
"Birati, Kolkata",birati,2,2500000,8571,600.0,Unfurnished,buy,address_bedroom,4166.67,14.28
"Lucid Elina, Lucid Elina, Behala, Kolkata",behala,3,6500000,18042,756.0,Semi-Furnished,buy,address_bedroom,8597.88,23.87
"Bandhaghat, Kolkata",bandhaghat howrah,2,3200000,16479,769.0,Semi-Furnished,buy,bedroom_only,4161.25,21.43
"Aqua Beaumont, Aqua Beaumont, East Topsia, Topsia, Kolkata",east topsia,5,110000000,350772,7143.0,Unfurnished,buy,bedroom_only,15399.69,49.11
"Survey Park, Kolkata",survey park,2,5750000,23742,913.0,Unfurnished,buy,address_bedroom,6297.92,26.0
"Baranagar, Kolkata",baranagar,2,1890000,16071,450.0,Unfurnished,buy,address_bedroom,4200.0,35.71
"Golpark, Gariahat Road, Kolkata",golpark,2,7000000,20400,900.0,Semi-Furnished,buy,address_bedroom,7777.78,22.67
