Name,City,Address,Bedrooms,Price,Rent,Area,Per_Sqft_Price,Furnishing
"2 BHK Apartment for Sale in Mira Garden, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",2,28 Lac,N/A,900,3111,Semi-Furnished
"2 BHK Apartment for Sale in Mira Garden, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",2,28 Lac,N/A,910,3077,Semi-Furnished
2 BHK Farm House for Sale in Hussainpur kalikapur Kolkata,Kolkata,N/A,2,2 Cr,N/A,5100,N/A,Semi-Furnished
"2 BHK Apartment for Sale in The Banyan The Sky Garden, New Town Kolkata",Kolkata,"New Town, Kolkata",2,37.2 Lac,N/A,908,4100,Unfurnished
"2 BHK Apartment for Sale in Signum Windmere, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",2,27.1 Lac,N/A,865,3136,Unfurnished
"2 BHK Apartment for Sale in Signum Windmere, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",2,27.1 Lac,N/A,865,3136,Unfurnished
"3 BHK Apartment for Sale in Northern Heights, Murari Pukur, Ultadanga Kolkata",Kolkata,"Murari Pukur, Kolkata",3,91.5 Lac,N/A,1500,6100,Unfurnished
"2 BHK Apartment for Sale in Northern Heights, Ultadanga Kolkata",Kolkata,"Ultadanga, Kolkata",2,65 Lac,N/A,1064,6109,Unfurnished
"3 BHK Apartment for Sale in Gloaming Barsana Oasis, Thakurpukur Kolkata",Kolkata,"Thakurpukur, Kolkata",3,54.1 Lac,N/A,1353,4000,Unfurnished
"3 BHK Apartment for Sale in Gloaming Barsana Oasis, Thakurpukur Kolkata",Kolkata,"Thakurpukur, Kolkata",3,51.4 Lac,N/A,1353,3800,Unfurnished
"3 BHK Apartment for Sale in Gloaming Barsana Oasis, Thakurpukur Kolkata",Kolkata,"Thakurpukur, Kolkata",3,51.4 Lac,N/A,1353,3800,Unfurnished
"3 BHK Apartment for Sale in Gloaming Barsana Oasis, Thakurpukur Kolkata",Kolkata,"Thakurpukur, Kolkata",3,51.4 Lac,N/A,1353,3800,Unfurnished
"3 BHK Apartment for Sale in Gloaming Barsana Oasis, Daspara Thakur Pukur Kolkata",Kolkata,"Daspara Thakur Pukur, Kolkata",3,50 Lac,N/A,1353,3692,Unfurnished
"2 BHK Apartment for Sale in Jain Dream One, New Town Kolkata",Kolkata,"New Town, Kolkata",2,1.03 Cr,N/A,945,10899,Unfurnished
"2 BHK Apartment for Sale in Rishi Ventoso, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",2,29.6 Lac,N/A,849,3485,Unfurnished
"3 BHK House for Sale in Vedic Village, Rajarhat Kolkata",Kolkata,,3,1.65 Cr,N/A,2550,6471,Furnished
3 BHK Builder Floor for Sale in Dum Dum Park Kolkata,Kolkata,"Dum Dum Park, Kolkata",3,23 Lac,N/A,1100,2091,Semi-Furnished
"Studio Apartment for Sale in Anik One Rajarhat, New Town Kolkata",Kolkata,"New Town, Kolkata",N/A,1 Cr,N/A,982,10183,Unfurnished
1 BHK Apartment for Sale in Bansdroni Kolkata,Kolkata,"Bansdroni, Kolkata",1,15 Lac,N/A,300,5000,Unfurnished
4 BHK Apartment for Sale in Sector 3 Salt Lake Kolkata Kolkata,Kolkata,"Sector 3 Salt Lake Kolkata, Kolkata",4,70 Lac,N/A,1275,N/A,Unfurnished
2 BHK Apartment for Sale in Khoai Phase II Kolkata,Kolkata,"Khoai Phase II, Kolkata",2,55 Lac,N/A,770,7143,Unfurnished
"2 BHK Apartment for Sale in Ambuja Upohar, Eastern Metropolitan Bypass Kolkata",Kolkata,"EM Bypass, Kolkata",2,42 Lac,N/A,800,5250,Unfurnished
"3 BHK Apartment for Sale in Simoco Sanhita Housing Complex Commercial , Bhangar Kolkata",Kolkata,"Bhangar, Kolkata",3,30 Lac,N/A,916,3275,Semi-Furnished
"3 BHK Apartment for Sale in Garden Vista, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",3,1.25 Cr,N/A,1697,7366,Unfurnished
"4 BHK Apartment for Sale in Ballygunge, Kolkata Kolkata",Kolkata,"Ballygunge, Kolkata, Kolkata",4,2.10 Cr,N/A,2110,9953,Unfurnished
3 BHK Apartment for Sale in New Alipore Kolkata,Kolkata,"New Alipore, Kolkata",3,3 Cr,N/A,2000,15000,Unfurnished
3 BHK House for Sale in Kolkata,Kolkata,"Anisabad, Kolkata",3,62 Lac,N/A,1800,3444,Unfurnished
2 BHK Apartment for Sale in Purba Putiary Kolkata,Kolkata,"Purba Putiary, Kolkata",2,22 Lac,N/A,608,3618,Semi-Furnished
2 BHK Apartment for Sale in Airport 2 Number Gate Kolkata,Kolkata,"Airport 2 Number Gate, Kolkata",2,40 Lac,N/A,700,5714,Furnished
3 BHK Apartment for Sale in Dum Dum Cantonment Kolkata,Kolkata,"Dum Dum Cantonment, Kolkata",3,38 Lac,N/A,1100,3455,Unfurnished
"2 BHK Apartment for Sale in IVY Greens, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,55 Lac,N/A,1040,5288,Semi-Furnished
2 BHK Apartment for Sale in Ganga Nagar Mukundapur Kolkata,Kolkata,"Ganga Nagar, Kolkata",2,1.6 Lac,N/A,720,215,Semi-Furnished
"2 BHK Apartment for Sale in Meridian Chitrakut Dham, Kestopur Kolkata",Kolkata,"Kestopur, Kolkata",2,53 Lac,N/A,915,5792,Semi-Furnished
1 BHK Apartment for Sale in Baguiati Kolkata,Kolkata,"Baguiati, Kolkata",1,15.8 Lac,N/A,450,3500,Unfurnished
"2 BHK Apartment for Sale in Rudra Apartment, Andul Road Kolkata",Kolkata,"Andul Road, Kolkata",2,42.1 Lac,N/A,980,4300,Unfurnished
"2 BHK Apartment for Sale in Gokul Apartment, Andul Road Kolkata",Kolkata,"Andul Road, Kolkata",2,36 Lac,N/A,780,4615,Unfurnished
2 BHK Apartment for Sale in Uday Shankar Sarani Road Kolkata,Kolkata,"Uday Shankar Sarani Road, Kolkata",2,1.50 Cr,N/A,1020,14706,Semi-Furnished
"5 BHK House for Sale in Ballygunge Place, Ballygunge Kolkata",Kolkata,"Ballygunge Place, Kolkata",5,2.50 Cr,N/A,2160,11574,Semi-Furnished
"4 BHK House for Sale in Chandannagar, Hooghly-Chinsurah Kolkata",Kolkata,"Chandannagar, Kolkata",4,80 Lac,N/A,1400,5714,Semi-Furnished
2 BHK Apartment for Sale in subhas sarobar Kolkata,Kolkata,"subhas sarobar, Kolkata",2,24 Lac,N/A,552,4348,Unfurnished
2 BHK Apartment for Sale in Jyangra Bottala Kolkata,Kolkata,"Jyangra Bottala, Kolkata",2,32 Lac,N/A,973,3289,Semi-Furnished
2 BHK House for Sale in Rahara Kolkata,Kolkata,"Rahara, Kolkata",2,1.80 Cr,N/A,4,6251,Semi-Furnished
2 BHK Apartment for Sale in Garia Kolkata,Kolkata,"Garia, Kolkata",2,22 Lac,N/A,880,2500,Unfurnished
"3 BHK Apartment for Sale in Merlin 5th Avenue, Mahish Bathan Kolkata",Kolkata,"Mahish Bathan, Kolkata",3,3.11 Cr,N/A,1501,20720,Furnished
"2 BHK Builder Floor for Sale in Nitai Nagar, Mukundapur Kolkata",Kolkata,"Nitai Nagar, Kolkata",2,44.8 Lac,N/A,780,5744,Furnished
2 BHK Apartment for Sale in Garfa Kolkata,Kolkata,"Garfa, Kolkata",2,35 Lac,N/A,700,5000,Unfurnished
3 BHK House for Sale in Birati Kolkata,Kolkata,"Birati, Kolkata",3,1.70 Cr,N/A,3600,4722,Unfurnished
"2 BHK Apartment for Sale in Purbachal Housing Complex Cluster 4, Salt Lake City Kolkata",Kolkata,"Salt Lake City, Kolkata",2,48 Lac,N/A,750,6400,Furnished
3 BHK Apartment for Sale in Shyamnagar Kolkata,Kolkata,"Shyamnagar, Kolkata",3,1.27 Cr,N/A,1600,7975,Furnished
2 BHK Apartment for Sale in South Bankimpally Kolkata,Kolkata,"South Bankimpally, Kolkata",2,3.80 Cr,N/A,1096,34672,Unfurnished
5 BHK Apartment for Sale in Manicktala Kolkata,Kolkata,"Manicktala, Kolkata",5,1.50 Cr,N/A,2000,7500,Unfurnished
2 BHK Apartment for Sale in Rabindrapally Bramhapur Kolkata,Kolkata,"Rabindrapally Bramhapur, Kolkata",2,33 Lac,N/A,780,4231,Unfurnished
2 BHK Apartment for Sale in AMBUJA URVISHA THE CONDOVILLE Kolkata,Kolkata,"AMBUJA URVISHA THE CONDOVILLE, Kolkata",2,1.30 Cr,N/A,753,17264,Unfurnished
"1 BHK House for Sale in Halisahar, Kanchrapara Kolkata",Kolkata,"Halisahar, Kolkata",1,24 Lac,N/A,450,5333,Semi-Furnished
"3 BHK Apartment for Sale in South City Garden, New Alipore Kolkata",Kolkata,"New Alipore, Kolkata",3,1.10 Cr,N/A,1220,9016,Furnished
"1 BHK Apartment for Sale in Shriram Grand City, Uttarpara Chinsurah Kolkata",Kolkata,"Uttarpara, Kolkata",1,23 Lac,N/A,469,4904,Semi-Furnished
3 BHK Apartment for Sale in Tegharia Baguiati Kolkata,Kolkata,"Teghoria, Kolkata",3,65 Lac,N/A,950,6842,Semi-Furnished
"2 BHK Apartment for Sale in 16 Aana, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,45 Lac,N/A,855,5263,Semi-Furnished
2 BHK Apartment for Sale in Banerjee Para Sarsuna Kolkata,Kolkata,"Banerjee Para Sarsuna, Kolkata",2,18 Lac,N/A,850,2118,Unfurnished
2 BHK Apartment for Sale in Dakshineswar Kolkata,Kolkata,"Dakshineswar, Kolkata",2,36 Lac,N/A,800,4500,Furnished
"2 BHK Apartment for Sale in Chunavati, Andul Road,Howrah Kolkata",Kolkata,"Chunavati, Andul Road,Howrah, Kolkata",2,22 Lac,N/A,631,3487,Furnished
5 BHK House for Sale in Mudiali Kalighat Kolkata,Kolkata,"Mudiali, Kolkata",5,1.20 Cr,N/A,950,12632,Unfurnished
2 BHK Apartment for Sale in Sahapur New Alipore Kolkata,Kolkata,"Sahapur, Kolkata",2,18 Lac,N/A,500,3600,Unfurnished
4 BHK Villa for Sale in Bakra Hat Road Kolkata,Kolkata,"Bakra Hat Road, Kolkata",4,65 Lac,N/A,1728,3762,Furnished
"2 BHK Apartment for Sale in Samridhi Apartment, Hiland Park Kolkata",Kolkata,"Hiland Park, Kolkata",2,45 Lac,N/A,550,8182,Unfurnished
3 BHK House for Sale in Joka Kolkata,Kolkata,"Joka, Kolkata",3,55 Lac,N/A,950,5789,Unfurnished
3 BHK Apartment for Sale in Kolkata,Kolkata,"Anisabad, Kolkata",3,1.35 Cr,N/A,1200,11250,Unfurnished
"2 BHK Apartment for Sale in Sakher Bazar, Kolkata Kolkata",Kolkata,"Sakher Bazar, Kolkata, Kolkata",2,28 Lac,N/A,750,3733,Semi-Furnished
"6 BHK House for Sale in Park Circus, Ballygunge Kolkata",Kolkata,"Park Circus, Kolkata",6,4.50 Cr,N/A,2400,18750,Unfurnished
"5 BHK Villa for Sale in Prantik Phase 3, Chak Thakurani, Thakurpukur Kolkata",Kolkata,"Chak Thakurani, Kolkata",5,1.10 Cr,N/A,161,68323,Semi-Furnished
2 BHK Apartment for Sale in Krishnapur Kestopur Kolkata,Kolkata,"Krishnapur, Kolkata",2,37 Lac,N/A,918,4030,Semi-Furnished
5 BHK House for Sale in Survey Park Kolkata,Kolkata,"Survey Park, Kolkata",5,2.15 Cr,N/A,2510,8566,Semi-Furnished
"3 BHK House for Sale in Konnagar Hooghly, Konnagar Kolkata",Kolkata,,3,1.15 Cr,N/A,1,15974,Unfurnished
4 BHK House for Sale in Shobhabazar Kolkata,Kolkata,"Shobha Bazar, Kolkata",4,1.60 Cr,N/A,2880,5556,Unfurnished
"2 BHK House for Sale in Lake Market, Kalighat Kolkata",Kolkata,"Lake Market, Kolkata",2,1 Cr,N/A,2400,4167,Semi-Furnished
3 BHK Apartment for Sale in Bondel Road Kolkata,Kolkata,N/A,3,1.95 Cr,N/A,1650,N/A,Semi-Furnished
"3 BHK Apartment for Sale in Rajat Aagaman, Tollygunge Kolkata",Kolkata,"Tollygunge, Kolkata",3,1.35 Cr,N/A,1835,7357,Unfurnished
"3 BHK Apartment for Sale in DTC Southern Heights, Joka Kolkata",Kolkata,"Joka, Kolkata",3,95 Lac,N/A,956,9937,Unfurnished
"1 BHK Apartment for Sale in BGA Realtors Amrita Abashan II, Sonarpur Kolkata",Kolkata,"Sonarpur, Kolkata",1,11 Lac,N/A,466,2361,Unfurnished
"2 BHK Apartment for Sale in 16 Aana, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,35 Lac,N/A,395,8861,Semi-Furnished
2 BHK Builder Floor for Sale in Fern Road Kolkata,Kolkata,"Fern Road, Kolkata",2,1.10 Cr,N/A,1012,10870,Unfurnished
"2 BHK Apartment for Sale in Purbachal Garden, Haltu Kolkata",Kolkata,"Purbachal Garden, Kolkata",2,40 Lac,N/A,780,5128,Semi-Furnished
"2 BHK Apartment for Sale in Purbalok, Mukundapur Kolkata",Kolkata,"Purbalok, Kolkata",2,39 Lac,N/A,710,5493,Unfurnished
"2 BHK Apartment for Sale in Pallisree, Netaji Nagar Kolkata",Kolkata,"Pallisree, Kolkata",2,37 Lac,N/A,850,4353,Furnished
2 BHK Apartment for Sale in Action Area 1 Kolkata,Kolkata,"Action Area 1, Kolkata",2,1.10 Cr,N/A,954,11530,Unfurnished
"3 BHK Apartment for Sale in Dover Terrace, Ballygunge Kolkata",Kolkata,"Dover Terrace, Kolkata",3,2.50 Cr,N/A,1300,19231,Furnished
1 BHK Apartment for Sale in Santragachi Kolkata,Kolkata,"Santragachi, Kolkata",1,20 Lac,N/A,345,5797,Furnished
10 BHK House for Sale in Dhakuria Kolkata,Kolkata,"Dhakuria, Kolkata",10,2.50 Cr,N/A,2975,8403,Furnished
"3 BHK Villa for Sale in Dharitri Royal Enclave Villas, New Town Kolkata",Kolkata,"New Town, Kolkata",3,95 Lac,N/A,995,9548,Unfurnished
4 BHK House for Sale in Sodepur Kolkata,Kolkata,"Sodepur, Kolkata",4,75 Lac,N/A,1800,4167,Semi-Furnished
8 BHK House for Sale in Bangaon Kolkata,Kolkata,"Bangaon, Kolkata",8,1.10 Cr,N/A,3500,3143,Unfurnished
3 BHK Builder Floor for Sale in New Town Kolkata,Kolkata,"New Town, Kolkata",3,1 Cr,N/A,1000,10000,Unfurnished
"4 BHK Apartment for Sale in Merlin Urvan, Dum Dum Kolkata",Kolkata,"Dum Dum, Kolkata",4,2 Cr,N/A,1168,17123,Unfurnished
9 BHK House for Sale in Swiss Park Kolkata,Kolkata,"Swiss Park, Kolkata",9,6 Cr,N/A,8000,5454,Semi-Furnished
2 BHK Apartment for Sale in Survey Park Kolkata,Kolkata,"Survey Park, Kolkata",2,45 Lac,N/A,800,5625,Unfurnished
"3 BHK Apartment for Sale in Anand Vihar, Nagerbazar Kolkata",Kolkata,"Nagerbazar, Kolkata",3,1.20 Cr,N/A,1000,12000,Furnished
5 BHK Apartment for Sale in Jodhpur Park Kolkata,Kolkata,"Jodhpur Park, Kolkata",5,2.65 Cr,N/A,1890,14021,Furnished
3 BHK Builder Floor for Sale in Netaji Nagar Kolkata,Kolkata,"Netaji Nagar, Kolkata",3,50 Lac,N/A,1080,4630,Unfurnished
"3 BHK Apartment for Sale in Mani Shankhmani, Haridevpur, Paschim Putiary Kolkata",Kolkata,"Haridevpur, Kolkata",3,1.70 Cr,N/A,1179,14419,Furnished
"3 BHK Apartment for Sale in JK Garden, International Airport, Dum Dum, Jessore Road Kolkata",Kolkata,"International Airport, Kolkata",3,75 Lac,N/A,1290,5814,Unfurnished
4 BHK House for Sale in Goa Bagan Kolkata,Kolkata,"Goa Bagan, Kolkata",4,1.20 Cr,N/A,3015,3980,Unfurnished
"2 BHK Apartment for Sale in Diamond City South, Tollygunge Kolkata",Kolkata,"Tollygunge, Kolkata",2,1.05 Cr,N/A,1185,8861,Semi-Furnished
4 BHK Builder Floor for Sale in Parnasree Palli Kolkata,Kolkata,"Parnasree, Kolkata",4,60 Lac,N/A,1500,4000,Unfurnished
"3 BHK Apartment for Sale in Shrachi Greenwood Elements, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",3,1.05 Cr,N/A,1811,5798,Unfurnished
"2 BHK Apartment for Sale in Prantik Phase 5B Public, Thakurpukur Kolkata",Kolkata,"Thakurpukur, Kolkata",2,34 Lac,N/A,744,4570,Unfurnished
2 BHK Apartment for Sale in Hedua Kolkata,Kolkata,"Hedua, Kolkata",2,68 Lac,N/A,821,8283,Unfurnished
2 BHK Builder Floor for Sale in Dum Dum Kolkata,Kolkata,"Dum Dum, Kolkata",2,23 Lac,N/A,780,2949,Unfurnished
3 BHK House for Sale in Basirhat Kolkata,Kolkata,"Basirhat, Kolkata",3,30 Lac,N/A,1500,2000,Furnished
"4 BHK Villa for Sale in Srijan Nirvana, Narendrapur Rajpur Sonarpur Kolkata",Kolkata,"Narendrapur, Kolkata",4,1.10 Cr,N/A,1199,9174,Unfurnished
"2 BHK Apartment for Sale in Shapoorji Pallonji Joyville Western Heights, Howrah Kolkata",Kolkata,"Howrah, Kolkata",2,45 Lac,N/A,919,4897,Unfurnished
"2 BHK Apartment for Sale in DTC Southern Heights, Joka Kolkata",Kolkata,"Joka, Kolkata",2,58 Lac,N/A,914,6346,Unfurnished
"4 BHK Penthouse for Sale in Hiland Woods, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",4,2.50 Cr,N/A,1850,13514,Unfurnished
2 BHK Apartment for Sale in Kazipara Kolkata,Kolkata,N/A,2,25 Lac,N/A,725,N/A,Furnished
"4 BHK House for Sale in Chandannagar, Hooghly-Chinsurah Kolkata",Kolkata,"Chandannagar, Kolkata",4,56 Lac,N/A,1640,3415,Furnished
2 BHK Apartment for Sale in Barasat Kolkata,Kolkata,"Barasat, Kolkata",2,23 Lac,N/A,720,3194,Unfurnished
4 BHK Villa for Sale in Bhadreswar Station Road Kolkata,Kolkata,"Bhadreswar Station Road, Kolkata",4,50 Lac,N/A,1500,3333,Unfurnished
5 BHK House for Sale in Jaynagar Mazilpur Kolkata,Kolkata,"Jaynagar Mazilpur, Kolkata",5,55 Lac,N/A,2,2750000,Semi-Furnished
"2 BHK Apartment for Sale in Noapara, Kolkata Kolkata",Kolkata,"Noapara, Kolkata, Kolkata",2,22 Lac,N/A,600,3667,Semi-Furnished
2 BHK Apartment for Sale in Ranikuthi Kolkata,Kolkata,"Ranikuthi, Kolkata",2,17 Lac,N/A,540,3148,Unfurnished
"4 BHK House for Sale in BG Bally Lake County, Howrah Kolkata",Kolkata,,4,1.20 Cr,N/A,1800,6667,Semi-Furnished
7 BHK House for Sale in Behala Chowrasta Kolkata,Kolkata,"Behala Chowrasta, Kolkata",7,1.20 Cr,N/A,2500,4800,Unfurnished
3 BHK Builder Floor for Sale in Action Area 1 Kolkata,Kolkata,"Action Area 1, Kolkata",3,1.14 Cr,N/A,1350,8481,Semi-Furnished
"3 BHK Apartment for Sale in Udita the Condoville, Survey Park Kolkata",Kolkata,"Survey Park, Kolkata",3,2.15 Cr,N/A,1665,12913,Furnished
"> 10 BHK House for Sale in Sahanagar, Kalighat Kolkata",Kolkata,"Sahanagar, Kolkata",10,6 Cr,N/A,5000,12000,Semi-Furnished
3 BHK Apartment for Sale in New Alipore Kolkata,Kolkata,"New Alipore, Kolkata",3,1.60 Cr,N/A,1200,13333,Furnished
"3 BHK Apartment for Sale in Urbana NRI Complex, Eastern Metropolitan Bypass Kolkata",Kolkata,"EM Bypass, Kolkata",3,2.90 Cr,N/A,1840,15761,Semi-Furnished
"3 BHK Apartment for Sale in Bengal Peerless Avidipta Phase 2, Eastern Metropolitan Bypass Kolkata",Kolkata,"EM Bypass, Kolkata",3,2.50 Cr,N/A,1677,14908,Unfurnished
2 BHK Apartment for Sale in Tollygunge Kolkata,Kolkata,"Tollygunge, Kolkata",2,90 Lac,N/A,1250,6923,Furnished
5 BHK House for Sale in Belur Math Kolkata,Kolkata,"Belur Math, Kolkata",5,1.50 Cr,N/A,2880,5208,Unfurnished
7 BHK Farm House for Sale in Baduria Kolkata,Kolkata,N/A,7,2 Cr,N/A,4,N/A,Furnished
"3 BHK Apartment for Sale in Eden Pavilion, Fartabad, Garia Kolkata",Kolkata,N/A,3,70 Lac,N/A,1172,N/A,Unfurnished
"3 BHK House for Sale in Bhawanipur, Kolkata Kolkata",Kolkata,"Bhawanipur, Kolkata, Kolkata",3,1.15 Cr,N/A,1420,8099,Unfurnished
2 BHK Apartment for Sale in Shyam Bazar Kolkata,Kolkata,"Shyam Bazar, Kolkata",2,75 Lac,N/A,816,9191,Unfurnished
"3 BHK Apartment for Sale in Swiss Court, Tollygunge Kolkata",Kolkata,"Tollygunge, Kolkata",3,1.15 Cr,N/A,1150,10000,Furnished
3 BHK Builder Floor for Sale in Phool Bagan Kankurgachi Kolkata,Kolkata,"Phool Bagan, Kolkata",3,55 Lac,N/A,640,8594,Unfurnished
"2 BHK Apartment for Sale in SD The Zenith, Kasba Kolkata",Kolkata,"Kasba, Kolkata",2,1 Cr,N/A,650,15385,Furnished
"4 BHK House for Sale in Ichapur Bidhanpally, Ichapur Kolkata",Kolkata,"Ichapur Bidhanpally, Kolkata",4,57 Lac,N/A,890,6404,Semi-Furnished
"3 BHK Apartment for Sale in Amit ECOS, New Town Kolkata",Kolkata,"New Town, Kolkata",3,1.30 Cr,N/A,908,14317,Semi-Furnished
4 BHK House for Sale in Gobardanga Kolkata,Kolkata,"Gobardanga, Kolkata",4,52 Lac,N/A,1400,3714,Unfurnished
"4 BHK Apartment for Sale in Shivamani Apartment, Diamond Harbour Road Kolkata",Kolkata,"Diamond Harbour Road, Kolkata",4,2 Cr,N/A,1475,13559,Furnished
2 BHK Apartment for Sale in Eastern Park Kolkata,Kolkata,"Eastern Park, Kolkata",2,39 Lac,N/A,700,5571,Semi-Furnished
3 BHK Builder Floor for Sale in Action Area 1 Kolkata,Kolkata,"Action Area 1, Kolkata",3,1.20 Cr,N/A,1360,8824,Unfurnished
"3 BHK Apartment for Sale in Panache, Sector 5 Salt Lake City Kolkata",Kolkata,"Sector 5 Salt Lake City, Kolkata",3,2 Cr,N/A,905,22099,Unfurnished
2 BHK Builder Floor for Sale in Tangra Kolkata,Kolkata,"Tangra, Kolkata",2,35 Lac,N/A,750,4667,Unfurnished
"2 BHK Apartment for Sale in Rosedale Garden, Uniworld City, Rajarhat Newtown Kolkata",Kolkata,"Uniworld City, Kolkata",2,2.75 Cr,N/A,1718,16007,Furnished
"4 BHK Villa for Sale in Kolkata West International City, Howrah Kolkata",Kolkata,"Howrah, Kolkata",4,1.10 Cr,N/A,3300,3333,Unfurnished
2 BHK Apartment for Sale in Bidhanpally Bansdroni Kolkata,Kolkata,"Bidhan Pally, Kolkata",2,45 Lac,N/A,910,4945,Unfurnished
3 BHK Apartment for Sale in New Town Kolkata,Kolkata,"New Town, Kolkata",3,1.70 Cr,N/A,1047,16237,Furnished
2 BHK Apartment for Sale in Kasba Kolkata,Kolkata,"Kasba, Kolkata",2,54.9 Lac,N/A,693,7922,Furnished
"10 BHK House for Sale in Madurdaha, Hussainpur Kolkata",Kolkata,"Madurdaha, Kolkata",10,4.95 Cr,N/A,4000,12375,Unfurnished
"Studio Apartment for Sale in Ganguly Bagan, Beliaghata Kolkata",Kolkata,"Ganguly Bagan, Kolkata",N/A,15 Lac,N/A,325,4615,Unfurnished
5 BHK House for Sale in Ichapur Kolkata,Kolkata,"Ichapur, Kolkata",5,1.05 Cr,N/A,2500,4200,Furnished
3 BHK Apartment for Sale in Batanagar Kolkata,Kolkata,"Batanagar, Kolkata",3,47 Lac,N/A,760,6184,Unfurnished
"3 BHK Apartment for Sale in Rajwada Lake Bliss, Sonarpur Station Road Kolkata",Kolkata,"Sonarpur Station Road, Kolkata",3,57 Lac,N/A,785,7261,Semi-Furnished
6 BHK Villa for Sale in Deganga Kolkata,Kolkata,"North 24 Parganas, Kolkata",6,45 Lac,N/A,2,3125,Unfurnished
2 BHK Builder Floor for Sale in Kasba Kolkata,Kolkata,"Kasba, Kolkata",2,38 Lac,N/A,928,4095,Unfurnished
"3 BHK Apartment for Sale in Gourav Garden, Behala Kolkata",Kolkata,"Behala, Kolkata",3,65 Lac,N/A,838,7757,Unfurnished
1 BHK House for Sale in Shibrampur Mauza Kolkata,Kolkata,"Shibrampur Mauza, Kolkata",1,28 Lac,N/A,1428,1961,Furnished
4 BHK Apartment for Sale in Pancha Sayar Kolkata,Kolkata,"Pancha Sayar, Kolkata",4,3 Cr,N/A,3077,9750,Semi-Furnished
7 BHK House for Sale in Shyamnagar Kolkata,Kolkata,"Shyamnagar, Kolkata",7,1.70 Cr,N/A,4000,4250,Furnished
6 BHK House for Sale in Dum Dum Kolkata,Kolkata,"Dum Dum, Kolkata",6,9.60 Cr,N/A,1480,64865,Semi-Furnished
"3 BHK Apartment for Sale in Shivoham Paradise, Vip Road Kolkata",Kolkata,"VIP Road, Kolkata",3,1.20 Cr,N/A,1643,7304,Furnished
6 BHK House for Sale in Behala Kolkata,Kolkata,"Behala, Kolkata",6,1.20 Cr,N/A,3000,4000,Unfurnished
4 BHK House for Sale in Howrah Kolkata,Kolkata,"Howrah, Kolkata",4,1.20 Cr,N/A,1200,10000,Unfurnished
3 BHK Apartment for Sale in Airport Area Kolkata,Kolkata,"Airport Area, Kolkata",3,85 Lac,N/A,1180,7203,Semi-Furnished
10 BHK House for Sale in Ekdalia Road Kolkata,Kolkata,"Ekdalia Road, Kolkata",10,1.80 Cr,N/A,3600,5000,Unfurnished
7 BHK House for Sale in Howrah Kolkata,Kolkata,"Howrah, Kolkata",7,75 Lac,N/A,2613,2870,Unfurnished
5 BHK House for Sale in VIP Service Road Kolkata,Kolkata,"VIP Service Road, Kolkata",5,1.50 Cr,N/A,2975,5042,Semi-Furnished
2 BHK Builder Floor for Sale in Rajarhat Kolkata,Kolkata,"Rajarhat, Kolkata",2,55 Lac,N/A,1130,4867,Semi-Furnished
"1 BHK House for Sale in Fresco Fountain City, Thakurpukur Kolkata",Kolkata,,1,25 Lac,N/A,545,4587,Unfurnished
"3 BHK Apartment for Sale in Purti Flowers, Jalkal Kolkata",Kolkata,"Jalkal, Kolkata",3,52 Lac,N/A,1037,5014,Unfurnished
"4 BHK Apartment for Sale in Sanjeeva Orchard, New Town Kolkata",Kolkata,"New Town, Kolkata",4,1.60 Cr,N/A,1838,8705,Unfurnished
3 BHK Apartment for Sale in Narendrapur Rajpur Sonarpur Kolkata,Kolkata,"Narendrapur, Kolkata",3,45 Lac,N/A,1210,3719,Unfurnished
3 BHK Apartment for Sale in Madhyamgram Kolkata,Kolkata,"Madhyamgram, Kolkata",3,38 Lac,N/A,1100,3455,Semi-Furnished
2 BHK Builder Floor for Sale in Ultadanga Kolkata,Kolkata,"Ultadanga, Kolkata",2,27 Lac,N/A,950,2842,Unfurnished
2 BHK Builder Floor for Sale in Manohar Pukur Road Kolkata,Kolkata,"Manohar Pukur Road, Kolkata",2,80 Lac,N/A,880,9091,Unfurnished
"2 BHK Apartment for Sale in Ganguly Bagan, Beliaghata Kolkata",Kolkata,"Ganguly Bagan, Kolkata",2,33 Lac,N/A,640,5156,Unfurnished
3 BHK Apartment for Sale in Purulia Kolkata,Kolkata,"Purulia, Kolkata",3,60 Lac,N/A,1200,5000,Furnished
2 BHK Apartment for Sale in Joka Kolkata,Kolkata,"Joka, Kolkata",2,25 Lac,N/A,960,2604,Unfurnished
"1 BHK House for Sale in Ganguly Bagan, Beliaghata Kolkata",Kolkata,"Ganguly Bagan, Kolkata",1,62 Lac,N/A,650,9538,Semi-Furnished
